ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
66518000-4,66518000,5,66518,Insurance brokerage and agency services
66518100-5,66518100,6,665181,Insurance brokerage services
66518200-6,66518200,6,665182,Insurance agency services
66518300-7,66518300,6,665183,Insurance claims adjustment services
66519000-1,66519000,5,66519,"Engineering, auxiliary, average, loss, actuarial and salvage insurance services"
66519100-2,66519100,6,665191,Oil or gas platforms insurance services
66519200-3,66519200,6,665192,Engineering insurance services
66519300-4,66519300,6,665193,Auxiliary insurance services
66519310-7,66519310,7,6651931,Insurance consultancy services
66519400-5,66519400,6,665194,Average adjustment services
66519500-6,66519500,6,665195,Loss adjustment services
66519600-7,66519600,6,665196,Actuarial services
66519700-8,66519700,6,665197,Salvage administration services
66520000-1,66520000,4,6652,Pension services
66521000-8,66521000,5,66521,Individual pension services
66522000-5,66522000,5,66522,Group pension services
66523000-2,66523000,5,66523,Pension fund consultancy services
66523100-3,66523100,6,665231,Pension fund administration services
66600000-6,66600000,3,666,Treasury services
66700000-7,66700000,3,667,Reinsurance services
66710000-0,66710000,4,6671,Life reinsurance services
66720000-3,66720000,4,6672,Accident and health reinsurance services
70000000-1,70000000,0,,Real estate services
70100000-2,70100000,3,701,Real estate services with own property
70110000-5,70110000,4,7011,Development services of real estate
70111000-2,70111000,5,70111,Development of residential real estate
70112000-9,70112000,5,70112,Development of non-residential real estate
70120000-8,70120000,4,7012,Buying and selling of real estate
70121000-5,70121000,5,70121,Building sale or purchase services
70121100-6,70121100,6,701211,Building sale services
70121200-7,70121200,6,701212,Building purchase services
70122000-2,70122000,5,70122,Land sale or purchase services
70122100-3,70122100,6,701221,Land sale services
70122110-6,70122110,7,7012211,Vacant-land sale services
70122200-4,70122200,6,701222,Land purchase services
70122210-7,70122210,7,7012221,Vacant-land purchase services
70123000-9,70123000,5,70123,Sale of real estate
70123100-0,70123100,6,701231,Sale of residential real estate
70123200-1,70123200,6,701232,Sale of non-residential estate
70130000-1,70130000,4,7013,Letting services of own property
70200000-3,70200000,3,702,Renting or leasing services of own property
70210000-6,70210000,4,7021,Residential property renting or leasing services
70220000-9,70220000,4,7022,Non-residential property renting or leasing services
70300000-4,70300000,3,703,Real estate agency services on a fee or contract basis
70310000-7,70310000,4,7031,Building rental or sale services
70311000-4,70311000,5,70311,Residential building rental or sale services
70320000-0,70320000,4,7032,Land rental or sale services
70321000-7,70321000,5,70321,Land rental services
70322000-4,70322000,5,70322,Vacant-land rental or sale services
70330000-3,70330000,4,7033,Property management services of real estate on a fee or contract basis
70331000-0,70331000,5,70331,Residential property services
70331100-1,70331100,6,703311,Institution management services
70332000-7,70332000,5,70332,Non-residential property services
70332100-8,70332100,6,703321,Land management services
70332200-9,70332200,6,703322,Commercial property management services
70332300-0,70332300,6,703323,Industrial property services
70333000-4,70333000,5,70333,Housing services
70340000-6,70340000,4,7034,Time-sharing services
71000000-8,71000000,2,71,"Architectural, construction, engineering and inspection services"
71200000-0,71200000,3,712,Architectural and related services
71210000-3,71210000,4,7121,Advisory architectural services
71220000-6,71220000,4,7122,Architectural design services
71221000-3,71221000,5,71221,Architectural services for buildings
71222000-0,71222000,5,71222,Architectural services for outdoor areas
71222100-1,71222100,6,712221,Urban areas mapping services
71222200-2,71222200,6,712222,Rural areas mapping services
71223000-7,71223000,5,71223,Architectural services for building extensions
71230000-9,71230000,4,7123,Organisation of architectural design contests
71240000-2,71240000,4,7124,"Architectural, engineering and planning services"
71241000-9,71241000,5,71241,"Feasibility study, advisory service, analysis"
71242000-6,71242000,5,71242,"Project and design preparation, estimation of costs"
71243000-3,71243000,5,71243,Draft plans (systems and integration)
71244000-0,71244000,5,71244,"Calculation of costs, monitoring of costs"
71245000-7,71245000,5,71245,"Approval plans, working drawings and specifications"
71246000-4,71246000,5,71246,Determining and listing of quantities in construction
71247000-1,71247000,5,71247,Supervision of building work
71248000-8,71248000,5,71248,Supervision of project and documentation
71250000-5,71250000,4,7125,"Architectural, engineering and surveying services"
71251000-2,71251000,5,71251,Architectural and building-surveying services
71300000-1,71300000,3,713,Engineering services
71310000-4,71310000,4,7131,Consultative engineering and construction services
71311000-1,71311000,5,71311,Civil engineering consultancy services
71311100-2,71311100,6,713111,Civil engineering support services
71311200-3,71311200,6,713112,Transport systems consultancy services
71311210-6,71311210,7,7131121,Highways consultancy services
71311220-9,71311220,7,7131122,Highways engineering services
71311230-2,71311230,7,7131123,Railway engineering services
71311240-5,71311240,7,7131124,Airport engineering services
