ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
31162000-9,31162000,5,31162,"Parts of transformers, inductors and static converters"
31162100-0,31162100,6,311621,Parts of condensers
31170000-8,31170000,4,3117,Transformers
31171000-5,31171000,5,31171,Liquid dielectric transformers
31172000-2,31172000,5,31172,Voltage transformers
31173000-9,31173000,5,31173,Instrument transformer
31174000-6,31174000,5,31174,Power supply transformers
31200000-8,31200000,3,312,Electricity distribution and control apparatus
31210000-1,31210000,4,3121,Electrical apparatus for switching or protecting electrical circuits
31211000-8,31211000,5,31211,Boards and fuse boxes
31211100-9,31211100,6,312111,Boards for electrical apparatus
31211110-2,31211110,7,3121111,Control panels
31211200-0,31211200,6,312112,Fuse boxes
31211300-1,31211300,6,312113,Fuses
31211310-4,31211310,7,3121131,Cut-outs
31211320-7,31211320,7,3121132,Fuse blocks
31211330-0,31211330,7,3121133,Fuse wires
31211340-3,31211340,7,3121134,Fuse clips
31212000-5,31212000,5,31212,Circuit breakers
31212100-6,31212100,6,312121,Overhead circuit breakers
31212200-7,31212200,6,312122,Circuit testers
31212300-8,31212300,6,312123,Magnetic circuit breakers
31212400-9,31212400,6,312124,Miniature circuit breakers
31213000-2,31213000,5,31213,Distribution equipment
31213100-3,31213100,6,312131,Distribution boxes
31213200-4,31213200,6,312132,Distribution transformers
31213300-5,31213300,6,312133,Cable distribution cabinet
31213400-6,31213400,6,312134,Distribution system
31214000-9,31214000,5,31214,Switchgear
31214100-0,31214100,6,312141,Switches
31214110-3,31214110,7,3121411,Isolating switches
31214120-6,31214120,7,3121412,Earthing switch
31214130-9,31214130,7,3121413,Safety switches
31214140-2,31214140,7,3121414,Dimmer switches
31214150-5,31214150,7,3121415,Drum switches
31214160-8,31214160,7,3121416,Pressure switches
31214170-1,31214170,7,3121417,Toggle switches
31214180-4,31214180,7,3121418,Slide switches
31214190-7,31214190,7,3121419,Limit switches
31214200-1,31214200,6,312142,Switch disconnector
31214300-2,31214300,6,312143,Outdoor switching installations
31214400-3,31214400,6,312144,Fuse switch disconnector
31214500-4,31214500,6,312145,Electric switchboards
31214510-7,31214510,7,3121451,Distribution switchboards
31214520-0,31214520,7,3121452,Medium-voltage switchboards
31215000-6,31215000,5,31215,Voltage limiters
31216000-3,31216000,5,31216,Lightning arrestors
31216100-4,31216100,6,312161,Lightning-protection equipment
31216200-5,31216200,6,312162,Lightning conductors
31217000-0,31217000,5,31217,Surge suppressors
31218000-7,31218000,5,31218,Busbars
31219000-4,31219000,5,31219,Protection boxes
31220000-4,31220000,4,3122,Electrical circuit components
31221000-1,31221000,5,31221,Electrical relays
31221100-2,31221100,6,312211,Power relays
31221200-3,31221200,6,312212,General purpose relays
31221300-4,31221300,6,312213,Socket relays
31221400-5,31221400,6,312214,Alternating voltage relays
31221500-6,31221500,6,312215,Mercury relays
31221600-7,31221600,6,312216,Time relays
31221700-8,31221700,6,312217,Overload relays
31223000-5,31223000,5,31223,Lamp-holders
31224000-2,31224000,5,31224,Connections and contact elements
31224100-3,31224100,6,312241,Plugs and sockets
31224200-4,31224200,6,312242,Coaxial connectors
31224300-5,31224300,6,312243,Connection boxes
31224400-6,31224400,6,312244,Connection cables
31224500-7,31224500,6,312245,Terminals
31224600-8,31224600,6,312246,Dimmers
31224700-9,31224700,6,312247,Junction boxes
31224800-0,31224800,6,312248,Cable joining kits
31224810-3,31224810,7,3122481,Extension cables
31230000-7,31230000,4,3123,Parts of electricity distribution or control apparatus
31300000-9,31300000,3,313,Insulated wire and cable
31310000-2,31310000,4,3131,Mains
31311000-9,31311000,5,31311,Mains connections
31320000-5,31320000,4,3132,Power distribution cables
31321000-2,31321000,5,31321,Electricity power lines
31321100-3,31321100,6,313211,Overhead power lines
31321200-4,31321200,6,313212,Low- and medium-voltage cable
31321210-7,31321210,7,3132121,Low-voltage cable
31321220-0,31321220,7,3132122,Medium-voltage cable
31321300-5,31321300,6,313213,High-voltage cable
31321400-6,31321400,6,313214,Underwater cable
31321500-7,31321500,6,313215,Submarine cable
31321600-8,31321600,6,313216,Shielded cable
31321700-9,31321700,6,313217,Signalling cable
31330000-8,31330000,4,3133,Coaxial cable
31340000-1,31340000,4,3134,Insulated cable accessories
31341000-8,31341000,5,31341,Insulated cable reels
31342000-5,31342000,5,31342,Insulated cable junctions
31343000-2,31343000,5,31343,Insulated cable joints
31344000-9,31344000,5,31344,Insulated cable glands
31350000-4,31350000,4,3135,Electric conductors for data and control purposes
31351000-1,31351000,5,31351,Electric conductors for access control systems
31400000-0,31400000,3,314,"Accumulators, primary cells and primary batteries"
31410000-3,31410000,4,3141,Primary cells
31411000-0,31411000,5,31411,Alkaline batteries
31420000-6,31420000,4,3142,Primary batteries
31421000-3,31421000,5,31421,Lead batteries
31422000-0,31422000,5,31422,Battery packs
31430000-9,31430000,4,3143,Electric accumulators
31431000-6,31431000,5,31431,Lead-acid accumulators
31432000-3,31432000,5,31432,Nickel-cadmium accumulators
31433000-0,31433000,5,31433,Nickel-iron accumulators
31434000-7,31434000,5,31434,Lithium accumulators
31440000-2,31440000,4,3144,Batteries
31500000-1,31500000,3,315,Lighting equipment and electric lamps
31510000-4,31510000,4,3151,Electric filament lamps
31511000-1,31511000,5,31511,Sealed-beam lamp units
31512000-8,31512000,5,31512,Tungsten halogen filament lamps
31512100-9,31512100,6,315121,"Halogen bulbs, linear"
31512200-0,31512200,6,315122,"Halogen bulbs, bi-pin"
31512300-1,31512300,6,315123,"Halogen bulbs, dichroic"
31514000-2,31514000,5,31514,Discharge lamps
31515000-9,31515000,5,31515,Ultraviolet lamps
31516000-6,31516000,5,31516,Infrared lamps
31517000-3,31517000,5,31517,Arc lamps
31518000-0,31518000,5,31518,Signalling lights
31518100-1,31518100,6,315181,Floodlights
31518200-2,31518200,6,315182,Emergency lighting equipment
31518210-5,31518210,7,3151821,Stormlights
31518220-8,31518220,7,3151822,Light stick
31518300-3,31518300,6,315183,Rooflights
31518500-5,31518500,6,315185,Mercury-vapour lamps
31518600-6,31518600,6,315186,Searchlights
31519000-7,31519000,5,31519,Incandescent and neon lamps
31519100-8,31519100,6,315191,Incandescent lamps
31519200-9,31519200,6,315192,Neon lamps
31520000-7,31520000,4,3152,Lamps and light fittings
31521000-4,31521000,5,31521,Lamps
31521100-5,31521100,6,315211,Desk lamps
31521200-6,31521200,6,315212,Floor-standing lamps
31521300-7,31521300,6,315213,Portable electric lamps
31521310-0,31521310,7,3152131,Warning lights
31521320-3,31521320,7,3152132,Torches
31521330-6,31521330,7,3152133,Rechargeable portable electric lamps
31522000-1,31522000,5,31522,Christmas tree lights
31523000-8,31523000,5,31523,Illuminated signs and nameplates
31523100-9,31523100,6,315231,Advertising neon lights
31523200-0,31523200,6,315232,Permanent message signs
31523300-1,31523300,6,315233,Illuminated nameplates
31524000-5,31524000,5,31524,Ceiling or wall light fittings
31524100-6,31524100,6,315241,Ceiling light fittings
31524110-9,31524110,7,3152411,Operating-theatre lamps
31524120-2,31524120,7,3152412,Ceiling lights
31524200-7,31524200,6,315242,Wall light fittings
31524210-0,31524210,7,3152421,Wall lights
31527000-6,31527000,5,31527,Spotlights
31527200-8,31527200,6,315272,Exterior lights
31527210-1,31527210,7,3152721,Lanterns
31527260-6,31527260,7,3152726,Lighting systems
31527270-9,31527270,7,3152727,Platforms lighting
31527300-9,31527300,6,315273,Domestic lights
31527400-0,31527400,6,315274,Underwater lights
31530000-0,31530000,4,3153,Parts of lamps and lighting equipment
31531000-7,31531000,5,31531,Light bulbs
31531100-8,31531100,6,315311,Electric tubes
31532000-4,31532000,5,31532,Parts of lamps and light fittings
31532100-5,31532100,6,315321,Tube lamps
31532110-8,31532110,7,3153211,Fluorescent tube lamps
31532120-1,31532120,7,3153212,Compact fluorescent tube lamps
31532200-6,31532200,6,315322,Ring lamps
31532210-9,31532210,7,3153221,Fluorescent ring lamps
31532300-7,31532300,6,315323,Globe lamps
31532310-0,31532310,7,3153231,Compact fluorescent globe lamps
31532400-8,31532400,6,315324,Lamps sockets
31532500-9,31532500,6,315325,Lamp starters
31532510-2,31532510,7,3153251,Starters for fluorescent lamps
31532600-0,31532600,6,315326,Lamp reactors
31532610-3,31532610,7,3153261,Reactors for fluorescent lamps
31532700-1,31532700,6,315327,Lamp covers
31532800-2,31532800,6,315328,Lamp arms
31532900-3,31532900,6,315329,Fluorescent lights
31532910-6,31532910,7,3153291,Fluorescent tubes
31532920-9,31532920,7,3153292,Bulbs and fluorescent lamps
31600000-2,31600000,3,316,Electrical equipment and apparatus
31610000-5,31610000,4,3161,Electrical equipment for engines and vehicles
31611000-2,31611000,5,31611,Wiring sets
31612000-9,31612000,5,31612,Electrical wiring looms for engines
31612200-1,31612200,6,316122,Starter motors
31612300-2,31612300,6,316123,Electrical signalling equipment for engines
31612310-5,31612310,7,3161231,Blinkers
31620000-8,31620000,4,3162,Sound or visual signalling apparatus
31625000-3,31625000,5,31625,Burglar and fire alarms
31625100-4,31625100,6,316251,Fire-detection systems
31625200-5,31625200,6,316252,Fire-alarm systems
31625300-6,31625300,6,316253,Burglar-alarm systems
31630000-1,31630000,4,3163,Magnets
31640000-4,31640000,4,3164,Machines and apparatus with individual functions
31642000-8,31642000,5,31642,Electronic detection apparatus
31642100-9,31642100,6,316421,Detection apparatus for metal pipes
31642200-0,31642200,6,316422,Detection apparatus for mines
31642300-1,31642300,6,316423,Detection apparatus for plastics
31642400-2,31642400,6,316424,Detection apparatus for non-metallic objects
31642500-3,31642500,6,316425,Detection apparatus for timber
31643000-5,31643000,5,31643,Particle accelerators
31643100-6,31643100,6,316431,Linear accelerators
31644000-2,31644000,5,31644,Miscellaneous data recorders
31645000-9,31645000,5,31645,Pinball machines
31650000-7,31650000,4,3165,Insulating fittings
31651000-4,31651000,5,31651,Electrical tape
31660000-0,31660000,4,3166,Carbon electrodes
31670000-3,31670000,4,3167,Electrical parts of machinery or apparatus
31671000-0,31671000,5,31671,Glass envelopes and cathode-ray tubes
31671100-1,31671100,6,316711,Glass envelopes
31671200-2,31671200,6,316712,Cathode-ray tubes
31680000-6,31680000,4,3168,Electrical supplies and accessories
31681000-3,31681000,5,31681,Electrical accessories
31681100-4,31681100,6,316811,Electrical contacts
31681200-5,31681200,6,316812,Electric pumps
31681300-6,31681300,6,316813,Electrical circuits
31681400-7,31681400,6,316814,Electrical components
31681410-0,31681410,7,3168141,Electrical materials
31681500-8,31681500,6,316815,Rechargers
31682000-0,31682000,5,31682,Electricity supplies
31682100-1,31682100,6,316821,Electricity boxes
31682110-4,31682110,7,3168211,Electricity box covers
31682200-2,31682200,6,316822,Instrument panels
31682210-5,31682210,7,3168221,Instrumentation and control equipment
31682220-8,31682220,7,3168222,Mixing panels
31682230-1,31682230,7,3168223,Graphic display panels
31682300-3,31682300,6,316823,Medium-voltage equipment
31682310-6,31682310,7,3168231,Medium-voltage panels
31682400-4,31682400,6,316824,Overhead electrical equipment
31682410-7,31682410,7,3168241,Overhead cable carriers
31682500-5,31682500,6,316825,Emergency electricity equipment
31682510-8,31682510,7,3168251,Emergency power systems
31682520-1,31682520,7,3168252,Emergency shutdown systems
31682530-4,31682530,7,3168253,Emergency power supplies
31682540-7,31682540,7,3168254,Substation equipment
31700000-3,31700000,3,317,"Electronic, electromechanical and electrotechnical supplies"
31710000-6,31710000,4,3171,Electronic equipment
31711000-3,31711000,5,31711,Electronic supplies
31711100-4,31711100,6,317111,Electronic components
31711110-7,31711110,7,3171111,Transceivers
31711120-0,31711120,7,3171112,Transducers
31711130-3,31711130,7,3171113,Resistors
31711131-0,31711131,8,31711131,Electrical resistors
31711140-6,31711140,7,3171114,Electrodes
31711150-9,31711150,7,3171115,Electrical capacitors
31711151-6,31711151,8,31711151,Fixed capacitors
31711152-3,31711152,8,31711152,Variable or adjustable capacitors
31711154-0,31711154,8,31711154,Capacitor banks
31711155-7,31711155,8,31711155,Capacitor networks
31711200-5,31711200,6,317112,Electronic scoreboards
31711300-6,31711300,6,317113,Electronic timekeeping systems
31711310-9,31711310,7,3171131,System for recording attendance
31711400-7,31711400,6,317114,Valves and tubes
31711410-0,31711410,7,3171141,Cathode-ray television picture tubes
31711411-7,31711411,8,31711411,Television camera tubes
31711420-3,31711420,7,3171142,Microwave tubes and equipment
31711421-0,31711421,8,31711421,Magnetrons
31711422-7,31711422,8,31711422,Microwave equipment
31711423-4,31711423,8,31711423,Microwave radio equipment
31711424-1,31711424,8,31711424,Klystrons
31711430-6,31711430,7,3171143,Valve tubes
31711440-9,31711440,7,3171144,Receiver or amplifier valves and tubes
31711500-8,31711500,6,317115,Parts of electronic assemblies
31711510-1,31711510,7,3171151,Parts of electrical capacitors
31711520-4,31711520,7,3171152,"Parts of electrical resistors, rheostats and potentiometers"
31711530-7,31711530,7,3171153,Parts of electronic valves and tubes
31712000-0,31712000,5,31712,Microelectronic machinery and apparatus and microsystems
31712100-1,31712100,6,317121,Microelectronic machinery and apparatus
31712110-4,31712110,7,3171211,Electronic integrated circuits and microassemblies
31712111-1,31712111,8,31712111,Phone cards
31712112-8,31712112,8,31712112,SIM cards
31712113-5,31712113,8,31712113,Cards containing integrated circuits
31712114-2,31712114,8,31712114,Integrated electronic circuits
31712115-9,31712115,8,31712115,Microassemblies
31712116-6,31712116,8,31712116,Microprocessors
31712117-3,31712117,8,31712117,Integrated circuit packages
31712118-0,31712118,8,31712118,Integrated circuit sockets or mounts
31712119-7,31712119,8,31712119,Integrated circuit lids
31712200-2,31712200,6,317122,Microsystems
31712300-3,31712300,6,317123,Printed circuits
31712310-6,31712310,7,3171231,Populated printed circuit boards
31712320-9,31712320,7,3171232,Unpopulated printed circuit boards
31712330-2,31712330,7,3171233,Semiconductors
31712331-9,31712331,8,31712331,Photovoltaic cells
31712332-6,31712332,8,31712332,Thyristors
31712333-3,31712333,8,31712333,Diacs
31712334-0,31712334,8,31712334,Triacs
31712335-7,31712335,8,31712335,Optical coupled isolators
31712336-4,31712336,8,31712336,Crystal oscillators
31712340-5,31712340,7,3171234,Diodes
31712341-2,31712341,8,31712341,Light-emitting diodes
31712342-9,31712342,8,31712342,Microwave or small signal diodes
31712343-6,31712343,8,31712343,Zener diodes
31712344-3,31712344,8,31712344,Schottky diodes
31712345-0,31712345,8,31712345,Tunnel diodes
31712346-7,31712346,8,31712346,Photosensitive diodes
31712347-4,31712347,8,31712347,Power or solar diodes
31712348-1,31712348,8,31712348,Laser diodes
31712349-8,31712349,8,31712349,Radio frequency (RF) diodes
31712350-8,31712350,7,3171235,Transistors
31712351-5,31712351,8,31712351,Photo sensitive transistors
31712352-2,31712352,8,31712352,Field effect transistors (FET)
31712353-9,31712353,8,31712353,Metal oxide field effect transistors (MOSFET)
31712354-6,31712354,8,31712354,Transistor chips
31712355-3,31712355,8,31712355,Bipolar darlington or radio frequency (RF) transistors
31712356-0,31712356,8,31712356,Unijunction transistors
31712357-7,31712357,8,31712357,Insulated gate bipolar transistors (IGBT)
31712358-4,31712358,8,31712358,Junction field effect transistors (JFET)
31712359-1,31712359,8,31712359,Bipolar junction transistors (BJT)
31712360-1,31712360,7,3171236,Mounted piezo-electric crystals
31720000-9,31720000,4,3172,Electromechanical equipment
31730000-2,31730000,4,3173,Electrotechnical equipment
31731000-9,31731000,5,31731,Electrotechnical supplies
31731100-0,31731100,6,317311,Modules
32000000-3,32000000,2,32,"Radio, television, communication, telecommunication and related equipment"
32200000-5,32200000,3,322,"Transmission apparatus for radiotelephony, radiotelegraphy, radio broadcasting and television"
32210000-8,32210000,4,3221,Broadcasting equipment
32211000-5,32211000,5,32211,Broadcast production equipment
32220000-1,32220000,4,3222,Television transmission apparatus without reception apparatus
32221000-8,32221000,5,32221,Radio beacons
32222000-5,32222000,5,32222,Video-signal coding machines
32223000-2,32223000,5,32223,Video transmission apparatus
32224000-9,32224000,5,32224,Television transmission apparatus
32230000-4,32230000,4,3223,Radio transmission apparatus with reception apparatus
32231000-1,32231000,5,32231,Closed-circuit television apparatus
32232000-8,32232000,5,32232,Video-conferencing equipment
32233000-5,32233000,5,32233,Radio-frequency booster stations
32234000-2,32234000,5,32234,Closed-circuit television cameras
32235000-9,32235000,5,32235,Closed-circuit surveillance system
32236000-6,32236000,5,32236,Radio telephones
32237000-3,32237000,5,32237,Walkie-talkies
32240000-7,32240000,4,3224,Television cameras
32250000-0,32250000,4,3225,Mobile telephones
32251000-7,32251000,5,32251,Car telephones
32251100-8,32251100,6,322511,Hands-free set
32252000-4,32252000,5,32252,GSM telephones
32252100-5,32252100,6,322521,Hands-free mobile telephones
32252110-8,32252110,7,3225211,Hands-free mobile telephones (wireless)
32260000-3,32260000,4,3226,Data-transmission equipment
32270000-6,32270000,4,3227,Digital transmission apparatus
32300000-6,32300000,3,323,"Television and radio receivers, and sound or video recording or reproducing apparatus"
32310000-9,32310000,4,3231,Radio broadcast receivers
32320000-2,32320000,4,3232,Television and audio-visual equipment
32321000-9,32321000,5,32321,Television projection equipment
32321100-0,32321100,6,323211,Film equipment
32321200-1,32321200,6,323212,Audio-visual equipment
32321300-2,32321300,6,323213,Audio-visual materials
32322000-6,32322000,5,32322,Multimedia equipment
32323000-3,32323000,5,32323,Video monitors
32323100-4,32323100,6,323231,Colour video monitors
32323200-5,32323200,6,323232,Monochrome video monitors
32323300-6,32323300,6,323233,Video equipment
32323400-7,32323400,6,323234,Video-playback equipment
32323500-8,32323500,6,323235,Video-surveillance system
32324000-0,32324000,5,32324,Televisions
32324100-1,32324100,6,323241,Colour televisions
32324200-2,32324200,6,323242,Monochrome televisions
32324300-3,32324300,6,323243,Television equipment
32324310-6,32324310,7,3232431,Satellite antennas
32324400-4,32324400,6,323244,Television aerials
32324500-5,32324500,6,323245,Video tuners
32324600-6,32324600,6,323246,Digital-TV boxes
32330000-5,32330000,4,3233,"Apparatus for sound, video-recording and reproduction"
32331000-2,32331000,5,32331,Turntables
32331100-3,32331100,6,323311,Record players
32331200-4,32331200,6,323312,Cassette players
32331300-5,32331300,6,323313,Sound-reproduction apparatus
32331500-7,32331500,6,323315,Recorders
32331600-8,32331600,6,323316,MP3 player
32332000-9,32332000,5,32332,Magnetic tape recorders
32332100-0,32332100,6,323321,Dictating machines
32332200-1,32332200,6,323322,Telephone-answering machines
32332300-2,32332300,6,323323,Sound recorders
32333000-6,32333000,5,32333,Video recording or reproducing apparatus
32333100-7,32333100,6,323331,Video recorders
32333200-8,32333200,6,323332,Video camcorders
32333300-9,32333300,6,323333,Video-reproducing apparatus
32333400-0,32333400,6,323334,Video players
32340000-8,32340000,4,3234,Microphones and loudspeakers
32341000-5,32341000,5,32341,Microphones
32342000-2,32342000,5,32342,Loudspeakers
32342100-3,32342100,6,323421,Headphones
32342200-4,32342200,6,323422,Earphones
32342300-5,32342300,6,323423,Microphones and speaker sets
32342400-6,32342400,6,323424,Acoustic devices
32342410-9,32342410,7,3234241,Sound equipment
32342411-6,32342411,8,32342411,Mini speakers
32342412-3,32342412,8,32342412,Speakers
32342420-2,32342420,7,3234242,Studio mixing console
32342430-5,32342430,7,3234243,Speech-compression system
32342440-8,32342440,7,3234244,Voice-mail system
32342450-1,32342450,7,3234245,Voice recorders
32343000-9,32343000,5,32343,Amplifiers
32343100-0,32343100,6,323431,Audio-frequency amplifiers
32343200-1,32343200,6,323432,Megaphones
32344000-6,32344000,5,32344,Reception apparatus for radiotelephony or radiotelegraphy
32344100-7,32344100,6,323441,Portable receivers for calling and paging
32344110-0,32344110,7,3234411,Voice-logging system
32344200-8,32344200,6,323442,Radio receivers
32344210-1,32344210,7,3234421,Radio equipment
32344220-4,32344220,7,3234422,Radio pagers
32344230-7,32344230,7,3234423,Radio stations
32344240-0,32344240,7,3234424,Radio tower
32344250-3,32344250,7,3234425,Radio installations
32344260-6,32344260,7,3234426,Radio and multiplex equipment
32344270-9,32344270,7,3234427,Radio and telephone control system
32344280-2,32344280,7,3234428,Portable radios
32350000-1,32350000,4,3235,Parts of sound and video equipment
32351000-8,32351000,5,32351,Accessories for sound and video equipment
32351100-9,32351100,6,323511,Video-editing equipment
32351200-0,32351200,6,323512,Screens
32351300-1,32351300,6,323513,Audio equipment accessories
32351310-4,32351310,7,3235131,Audio cassettes
32352000-5,32352000,5,32352,Aerials and reflectors
32352100-6,32352100,6,323521,Parts of radio and radar equipment
32352200-7,32352200,6,323522,Radar spare parts and accessories
32353000-2,32353000,5,32353,Sound recordings
32353100-3,32353100,6,323531,Records
32353200-4,32353200,6,323532,Music cassettes
32354000-9,32354000,5,32354,Film products
32354100-0,32354100,6,323541,Radiology film
32354110-3,32354110,7,3235411,X-ray film
32354120-6,32354120,7,3235412,Blue diazo film
32354200-1,32354200,6,323542,Cinematographic film
32354300-2,32354300,6,323543,Photographic film
32354400-3,32354400,6,323544,Instant-print film
32354500-4,32354500,6,323545,Video films
32354600-5,32354600,6,323546,Video cassettes
32354700-6,32354700,6,323547,Video tapes
32354800-7,32354800,6,323548,Cling film
32360000-4,32360000,4,3236,Intercom equipment
32400000-7,32400000,3,324,Networks
32410000-0,32410000,4,3241,Local area network
32411000-7,32411000,5,32411,Token-ring network
32412000-4,32412000,5,32412,Communications network
32412100-5,32412100,6,324121,Telecommunications network
32412110-8,32412110,7,3241211,Internet network
32412120-1,32412120,7,3241212,Intranet network
32413000-1,32413000,5,32413,Integrated network
32413100-2,32413100,6,324131,Network routers
32415000-5,32415000,5,32415,Ethernet network
32416000-2,32416000,5,32416,ISDN network
32416100-3,32416100,6,324161,ISDX network
32417000-9,32417000,5,32417,Multimedia networks
32418000-6,32418000,5,32418,Radio network
32420000-3,32420000,4,3242,Network equipment
32421000-0,32421000,5,32421,Network cabling
32422000-7,32422000,5,32422,Network components
32423000-4,32423000,5,32423,Network hubs
32424000-1,32424000,5,32424,Network infrastructure
32425000-8,32425000,5,32425,Network operating system
32426000-5,32426000,5,32426,Network publishing system
32427000-2,32427000,5,32427,Network system
32428000-9,32428000,5,32428,Network upgrade
32429000-6,32429000,5,32429,Telephone network equipment
32430000-6,32430000,4,3243,Wide area network
32440000-9,32440000,4,3244,Telemetry and terminal equipment
32441000-6,32441000,5,32441,Telemetry equipment
32441100-7,32441100,6,324411,Telemetry surveillance system
32441200-8,32441200,6,324412,Telemetry and control equipment
32441300-9,32441300,6,324413,Telematics system
32442000-3,32442000,5,32442,Terminal equipment
32442100-4,32442100,6,324421,Terminal boards
32442200-5,32442200,6,324422,Terminal boxes
32442300-6,32442300,6,324423,Terminal emulators
32442400-7,32442400,6,324424,Termination blocks
32500000-8,32500000,3,325,Telecommunications equipment and supplies
32510000-1,32510000,4,3251,Wireless telecommunications system
32520000-4,32520000,4,3252,Telecommunications cable and equipment
32521000-1,32521000,5,32521,Telecommunications cable
32522000-8,32522000,5,32522,Telecommunications equipment
32523000-5,32523000,5,32523,Telecommunications facilities
32524000-2,32524000,5,32524,Telecommunications system
32530000-7,32530000,4,3253,Satellite-related communications equipment
32531000-4,32531000,5,32531,Satellite communications equipment
32532000-1,32532000,5,32532,Satellite dishes
32533000-8,32533000,5,32533,Satellite earth stations
32534000-5,32534000,5,32534,Satellite platforms
32540000-0,32540000,4,3254,Switchboards
32541000-7,32541000,5,32541,Switchboard equipment
32542000-4,32542000,5,32542,Switchboard panels
32543000-1,32543000,5,32543,Telephone switchboards
32544000-8,32544000,5,32544,PABX equipment
32545000-5,32545000,5,32545,PABX systems
32546000-2,32546000,5,32546,Digital switching equipment
32546100-3,32546100,6,325461,Digital switchboards
32547000-9,32547000,5,32547,Vacuum switchboards
32550000-3,32550000,4,3255,Telephone equipment
32551000-0,32551000,5,32551,Telephone cables and associated equipment
32551100-1,32551100,6,325511,Telephone connections
32551200-2,32551200,6,325512,Telephone exchanges
32551300-3,32551300,6,325513,Telephone headsets
32551400-4,32551400,6,325514,Telephone network
32551500-5,32551500,6,325515,Telephone cables
32552000-7,32552000,5,32552,Electrical apparatus for line telephony or line telegraphy
32552100-8,32552100,6,325521,Telephone sets
32552110-1,32552110,7,3255211,Cordless telephones
32552120-4,32552120,7,3255212,Emergency telephones
32552130-7,32552130,7,3255213,Public telephones
32552140-0,32552140,7,3255214,Payphone equipment
32552150-3,32552150,7,3255215,Telephones for visually-impaired
32552160-6,32552160,7,3255216,Telephones for hearing-impaired
32552200-9,32552200,6,325522,Teleprinters
32552300-0,32552300,6,325523,Telephonic or telegraphic switching apparatus
32552310-3,32552310,7,3255231,Digital telephone exchanges
32552320-6,32552320,7,3255232,Multiplexers
32552330-9,32552330,7,3255233,Telephone switching apparatus
32552400-1,32552400,6,325524,Audio-frequency signal conversion apparatus
32552410-4,32552410,7,3255241,Modems
32552420-7,32552420,7,3255242,Frequency converter
32552430-0,32552430,7,3255243,Coding equipment
32552500-2,32552500,6,325525,Teletext apparatus
32552510-5,32552510,7,3255251,Videotext terminals
32552520-8,32552520,7,3255252,Telex equipment
32552600-3,32552600,6,325526,Entrance telephones
32553000-4,32553000,5,32553,Parts of electrical telephonic or telegraphic apparatus
32560000-6,32560000,4,3256,Fibre-optic materials
32561000-3,32561000,5,32561,Fibre-optic connections
32562000-0,32562000,5,32562,Optical-fibre cables
32562100-1,32562100,6,325621,Optical-fibre cables for information transmission
32562200-2,32562200,6,325622,Optical telecommunication cables
32562300-3,32562300,6,325623,Optical-fibre cables for data transmission
32570000-9,32570000,4,3257,Communications equipment
32571000-6,32571000,5,32571,Communications infrastructure
32572000-3,32572000,5,32572,Communications cable
32572100-4,32572100,6,325721,Communications cable with multiple electrical conductors
32572200-5,32572200,6,325722,Communications cable with coaxial conductors
32572300-6,32572300,6,325723,Communications cable for special applications
32573000-0,32573000,5,32573,Communications control system
32580000-2,32580000,4,3258,Data equipment
32581000-9,32581000,5,32581,Data-communications equipment
32581100-0,32581100,6,325811,Data-transmission cable
32581110-3,32581110,7,3258111,Data-transmission cable with multiple electrical conductors
32581120-6,32581120,7,3258112,Data-transmission cable with coaxial conductors
32581130-9,32581130,7,3258113,Data-transmission cable for special applications
32581200-1,32581200,6,325812,Fax equipment
32581210-4,32581210,7,3258121,Accessories and components for fax equipment
32582000-6,32582000,5,32582,Data carriers
32583000-3,32583000,5,32583,Data and voice media
32584000-0,32584000,5,32584,Data-bearing media
33000000-0,33000000,2,33,"Medical equipments, pharmaceuticals and personal care products"
33100000-1,33100000,3,331,Medical equipments
33110000-4,33110000,4,3311,"Imaging equipment for medical, dental and veterinary use"
33111000-1,33111000,5,33111,X-ray devices
33111100-2,33111100,6,331111,X-ray table
33111200-3,33111200,6,331112,X-ray workstations
33111300-4,33111300,6,331113,X-ray processing devices
33111400-5,33111400,6,331114,X-ray fluoroscopy devices
33111500-6,33111500,6,331115,Dental X-ray
33111600-7,33111600,6,331116,Radiography devices
33111610-0,33111610,7,3311161,Magnetic resonance unit
33111620-3,33111620,7,3311162,Gamma cameras
33111640-9,33111640,7,3311164,Thermographs
33111650-2,33111650,7,3311165,Mammography devices
33111660-5,33111660,7,3311166,Bone densitometers
33111700-8,33111700,6,331117,Angiography room
33111710-1,33111710,7,3311171,Angiography supplies
33111720-4,33111720,7,3311172,Angiography devices
33111721-1,33111721,8,33111721,Digital angiography devices
33111730-7,33111730,7,3311173,Angioplasty supplies
33111740-0,33111740,7,3311174,Angioplasty devices
33111800-9,33111800,6,331118,Diagnostic X-ray system
33112000-8,33112000,5,33112,"Echo, ultrasound and doppler imaging equipment"
33112100-9,33112100,6,331121,Ultrasonic heart detector
33112200-0,33112200,6,331122,Ultrasonic unit
33112300-1,33112300,6,331123,Ultrasound scanners
33112310-4,33112310,7,3311231,Colour-flow doppler
33112320-7,33112320,7,3311232,Doppler equipment
33112330-0,33112330,7,3311233,Echoencephalographs
33112340-3,33112340,7,3311234,Echocardiographs
33113000-5,33113000,5,33113,Magnetic resonance imaging equipment
